"Region","Category","Year","Value"
"Chongqing","birth_rate",2017,11.18
"Chongqing","birth_rate",2016,11.77
"Sichuan","birth_rate",2024,6.41
"Sichuan","birth_rate",2023,6.32
"Sichuan","birth_rate",2022,6.39
"Sichuan","birth_rate",2021,6.85
"Sichuan","birth_rate",2020,7.6
"Sichuan","birth_rate",2019,10.7
"Sichuan","birth_rate",2018,11.05
"Sichuan","birth_rate",2017,11.26
"Sichuan","birth_rate",2016,10.48
"Guizhou","birth_rate",2024,10.74
"Guizhou","birth_rate",2023,10.65
"Guizhou","birth_rate",2022,11.03
"Guizhou","birth_rate",2021,12.17
"Guizhou","birth_rate",2020,13.7
"Guizhou","birth_rate",2019,13.65
"Guizhou","birth_rate",2018,13.9
"Guizhou","birth_rate",2017,13.98
"Guizhou","birth_rate",2016,13.43
"Yunnan","birth_rate",2024,8.62
"Yunnan","birth_rate",2023,8.22
"Yunnan","birth_rate",2022,8.14
"Yunnan","birth_rate",2021,9.35
"Yunnan","birth_rate",2020,10.96
"Yunnan","birth_rate",2019,12.63
"Yunnan","birth_rate",2018,13.19
"Yunnan","birth_rate",2017,13.53
"Yunnan","birth_rate",2016,13.16
"Tibet","birth_rate",2024,13.87
"Tibet","birth_rate",2023,13.72
"Tibet","birth_rate",2022,14.24
"Tibet","birth_rate",2021,14.17
"Tibet","birth_rate",2020,13.96
"Tibet","birth_rate",2019,14.6
"Tibet","birth_rate",2018,15.22
"Tibet","birth_rate",2017,16
"Tibet","birth_rate",2016,15.79
"Shaanxi","birth_rate",2024,7.36
"Shaanxi","birth_rate",2023,6.83
"Shaanxi","birth_rate",2022,7.36
"Shaanxi","birth_rate",2021,7.89
"Shaanxi","birth_rate",2020,8.95
"Shaanxi","birth_rate",2019,10.55
"Shaanxi","birth_rate",2018,10.67
"Shaanxi","birth_rate",2017,11.11
"Shaanxi","birth_rate",2016,10.64
"Gansu","birth_rate",2024,8
"Gansu","birth_rate",2023,7.71
"Gansu","birth_rate",2022,8.47
"Gansu","birth_rate",2021,9.68
"Gansu","birth_rate",2020,10.55
"Gansu","birth_rate",2019,10.6
"Gansu","birth_rate",2018,11.07
"Gansu","birth_rate",2017,12.54
"Gansu","birth_rate",2016,12.18
"Qinghai","birth_rate",2024,10.11
"Qinghai","birth_rate",2023,9.25
"Qinghai","birth_rate",2022,10.6
"Qinghai","birth_rate",2021,11.22
"Qinghai","birth_rate",2020,11.43
"Qinghai","birth_rate",2019,13.66
"Qinghai","birth_rate",2018,14.31
"Qinghai","birth_rate",2017,14.42
"Qinghai","birth_rate",2016,14.7
"Ningxia","birth_rate",2024,10.97
"Ningxia","birth_rate",2023,10.02
"Ningxia","birth_rate",2022,10.6
"Ningxia","birth_rate",2021,11.62
"Ningxia","birth_rate",2020,11.59
"Ningxia","birth_rate",2019,13.72
"Ningxia","birth_rate",2018,13.32
"Ningxia","birth_rate",2017,13.44
"Ningxia","birth_rate",2016,13.69
"Xinjiang","birth_rate",2024,9.42
"Xinjiang","birth_rate",2023,7.1
"Xinjiang","birth_rate",2022,6.53
"Xinjiang","birth_rate",2021,6.16
"Xinjiang","birth_rate",2020,6.94
"Xinjiang","birth_rate",2019,8.14
"Xinjiang","birth_rate",2018,10.69
"Xinjiang","birth_rate",2017,15.88
"Xinjiang","birth_rate",2016,15.34
"Beijing","nature_growth_rate",2024,0.01
"Beijing","nature_growth_rate",2023,-0.5
"Beijing","nature_growth_rate",2022,-0.05
"Beijing","nature_growth_rate",2021,0.96
"Beijing","nature_growth_rate",2020,1.8
"Beijing","nature_growth_rate",2019,2.63
"Beijing","nature_growth_rate",2018,2.66
"Beijing","nature_growth_rate",2017,3.76
"Beijing","nature_growth_rate",2016,4.12
"Tianjin","nature_growth_rate",2024,-1.97
"Tianjin","nature_growth_rate",2023,-2.57
"Tianjin","nature_growth_rate",2022,-1.68
"Tianjin","nature_growth_rate",2021,-0.93
"Tianjin","nature_growth_rate",2020,0.07
"Tianjin","nature_growth_rate",2019,1.43
"Tianjin","nature_growth_rate",2018,1.25
"Tianjin","nature_growth_rate",2017,2.6
"Tianjin","nature_growth_rate",2016,1.83
"Hebei","nature_growth_rate",2024,-2.32
"Hebei","nature_growth_rate",2023,-2.79
"Hebei","nature_growth_rate",2022,-1.71
"Hebei","nature_growth_rate",2021,-0.43
"Hebei","nature_growth_rate",2020,0.94
"Hebei","nature_growth_rate",2019,4.71
"Hebei","nature_growth_rate",2018,4.88
"Hebei","nature_growth_rate",2017,6.6
"Hebei","nature_growth_rate",2016,6.06
"Shanxi","nature_growth_rate",2024,-1.39
"Shanxi","nature_growth_rate",2023,-2.25
"Shanxi","nature_growth_rate",2022,-0.98
"Shanxi","nature_growth_rate",2021,-0.26
"Shanxi","nature_growth_rate",2020,1.24
"Shanxi","nature_growth_rate",2019,3.27
"Shanxi","nature_growth_rate",2018,4.31
"Shanxi","nature_growth_rate",2017,5.61
"Shanxi","nature_growth_rate",2016,4.77
"Inner Mongolia","nature_growth_rate",2024,-2.84
"Inner Mongolia","nature_growth_rate",2023,-3.42
"Inner Mongolia","nature_growth_rate",2022,-2.25
"Inner Mongolia","nature_growth_rate",2021,-1.28
"Inner Mongolia","nature_growth_rate",2020,-0.1
"Inner Mongolia","nature_growth_rate",2019,2.57
"Inner Mongolia","nature_growth_rate",2018,2.4
"Inner Mongolia","nature_growth_rate",2017,3.73
"Inner Mongolia","nature_growth_rate",2016,3.34
"Liaoning","nature_growth_rate",2024,-5.3
"Liaoning","nature_growth_rate",2023,-5.63
"Liaoning","nature_growth_rate",2022,-4.96
"Liaoning","nature_growth_rate",2021,-4.18
"Liaoning","nature_growth_rate",2020,-3.43
"Liaoning","nature_growth_rate",2019,-0.8
"Liaoning","nature_growth_rate",2018,-1
"Liaoning","nature_growth_rate",2017,-0.44
"Liaoning","nature_growth_rate",2016,-0.18
"Jilin","nature_growth_rate",2024,-4.85
"Jilin","nature_growth_rate",2023,-5.41
"Jilin","nature_growth_rate",2022,-4.07
"Jilin","nature_growth_rate",2021,-3.38
"Jilin","nature_growth_rate",2020,-2.97
"Jilin","nature_growth_rate",2019,-0.85
"Jilin","nature_growth_rate",2018,0.36
"Jilin","nature_growth_rate",2017,0.26
"Jilin","nature_growth_rate",2016,-0.05
"Heilongjiang","nature_growth_rate",2024,-6.34
"Heilongjiang","nature_growth_rate",2023,-6.92
"Heilongjiang","nature_growth_rate",2022,-5.75
"Heilongjiang","nature_growth_rate",2021,-5.11
"Heilongjiang","nature_growth_rate",2020,-4.48
"Heilongjiang","nature_growth_rate",2019,-1.01
"Heilongjiang","nature_growth_rate",2018,-0.69
"Heilongjiang","nature_growth_rate",2017,-0.41
"Heilongjiang","nature_growth_rate",2016,-0.49
"Shanghai","nature_growth_rate",2024,-1.53
"Shanghai","nature_growth_rate",2023,-2.42
"Shanghai","nature_growth_rate",2022,-1.61
"Shanghai","nature_growth_rate",2021,-0.92
"Shanghai","nature_growth_rate",2020,-0.56
"Shanghai","nature_growth_rate",2019,1.5
"Shanghai","nature_growth_rate",2018,1.8
"Shanghai","nature_growth_rate",2017,2.8
"Shanghai","nature_growth_rate",2016,4
"Jiangsu","nature_growth_rate",2024,-2.5
"Jiangsu","nature_growth_rate",2023,-2.74
"Jiangsu","nature_growth_rate",2022,-1.81
"Jiangsu","nature_growth_rate",2021,-1.12
"Jiangsu","nature_growth_rate",2020,0.16
"Jiangsu","nature_growth_rate",2019,2.08
"Jiangsu","nature_growth_rate",2018,2.29
"Jiangsu","nature_growth_rate",2017,2.68
"Jiangsu","nature_growth_rate",2016,2.73
"Zhejiang","nature_growth_rate",2024,-0.36
"Zhejiang","nature_growth_rate",2023,-0.86
"Zhejiang","nature_growth_rate",2022,0.04
"Zhejiang","nature_growth_rate",2021,1
"Zhejiang","nature_growth_rate",2020,0.57
"Zhejiang","nature_growth_rate",2019,4.99
"Zhejiang","nature_growth_rate",2018,5.44
"Zhejiang","nature_growth_rate",2017,6.36
"Zhejiang","nature_growth_rate",2016,5.7
"Anhui","nature_growth_rate",2024,-2.24
"Anhui","nature_growth_rate",2023,-2.11
"Anhui","nature_growth_rate",2022,-0.93
"Anhui","nature_growth_rate",2021,0.05
"Anhui","nature_growth_rate",2020,1.49
"Anhui","nature_growth_rate",2019,5.99
"Anhui","nature_growth_rate",2018,6.45
"Anhui","nature_growth_rate",2017,8.17
"Anhui","nature_growth_rate",2016,7.06
"Fujian","nature_growth_rate",2024,0.24
"Fujian","nature_growth_rate",2023,-0.14
"Fujian","nature_growth_rate",2022,0.55
"Fujian","nature_growth_rate",2021,1.98
"Fujian","nature_growth_rate",2020,2.97
"Fujian","nature_growth_rate",2019,6.8
"Fujian","nature_growth_rate",2018,7
"Fujian","nature_growth_rate",2017,8.8
"Fujian","nature_growth_rate",2016,8.3
"Jiangxi","nature_growth_rate",2024,-0.58
"Jiangxi","nature_growth_rate",2023,-0.84
"Jiangxi","nature_growth_rate",2022,0.25
"Jiangxi","nature_growth_rate",2021,1.63
"Jiangxi","nature_growth_rate",2020,2.87
"Jiangxi","nature_growth_rate",2019,6.56
"Jiangxi","nature_growth_rate",2018,7.37
"Jiangxi","nature_growth_rate",2017,7.71
"Jiangxi","nature_growth_rate",2016,7.29
"Shandong","nature_growth_rate",2024,-1.67
"Shandong","nature_growth_rate",2023,-2.18
"Shandong","nature_growth_rate",2022,-0.93
"Shandong","nature_growth_rate",2021,0.02
"Shandong","nature_growth_rate",2020,1.31
"Shandong","nature_growth_rate",2019,4.27
"Shandong","nature_growth_rate",2018,6.08
"Shandong","nature_growth_rate",2017,10.14
"Shandong","nature_growth_rate",2016,10.84
"Henan","nature_growth_rate",2024,-0.11
"Henan","nature_growth_rate",2023,-0.94
"Henan","nature_growth_rate",2022,-0.08
"Henan","nature_growth_rate",2021,0.64
"Henan","nature_growth_rate",2020,2.09
"Henan","nature_growth_rate",2019,4.18
"Henan","nature_growth_rate",2018,4.92
"Henan","nature_growth_rate",2017,5.98
"Henan","nature_growth_rate",2016,6.15
"Hubei","nature_growth_rate",2024,-3.14
"Hubei","nature_growth_rate",2023,-3.15
"Hubei","nature_growth_rate",2022,-2.01
"Hubei","nature_growth_rate",2021,-0.88
"Hubei","nature_growth_rate",2020,0.61
"Hubei","nature_growth_rate",2019,4.27
"Hubei","nature_growth_rate",2018,4.54
"Hubei","nature_growth_rate",2017,5.59
"Hubei","nature_growth_rate",2016,5.07
"Hunan","nature_growth_rate",2024,-3.04
"Hunan","nature_growth_rate",2023,-3.08
"Hunan","nature_growth_rate",2022,-2.31
"Hunan","nature_growth_rate",2021,-1.15
"Hunan","nature_growth_rate",2020,0.61
"Hunan","nature_growth_rate",2019,3.11
"Hunan","nature_growth_rate",2018,5.11
"Hunan","nature_growth_rate",2017,6.19
"Hunan","nature_growth_rate",2016,6.56
"Guangdong","nature_growth_rate",2024,3.69
"Guangdong","nature_growth_rate",2023,2.76
"Guangdong","nature_growth_rate",2022,3.33
"Guangdong","nature_growth_rate",2021,4.52
"Guangdong","nature_growth_rate",2020,5.58
"Guangdong","nature_growth_rate",2019,8.08
"Guangdong","nature_growth_rate",2018,8.24
"Guangdong","nature_growth_rate",2017,9.16
"Guangdong","nature_growth_rate",2016,7.44
"Guangxi","nature_growth_rate",2024,0.88
"Guangxi","nature_growth_rate",2023,0.42
"Guangxi","nature_growth_rate",2022,1.43
"Guangxi","nature_growth_rate",2021,2.88
"Guangxi","nature_growth_rate",2020,4.9
"Guangxi","nature_growth_rate",2019,7.17
"Guangxi","nature_growth_rate",2018,8.16
"Guangxi","nature_growth_rate",2017,8.92
"Guangxi","nature_growth_rate",2016,7.87
"Hainan","nature_growth_rate",2024,3.06
"Hainan","nature_growth_rate",2023,2.81
"Hainan","nature_growth_rate",2022,2.44
"Hainan","nature_growth_rate",2021,3.73
"Hainan","nature_growth_rate",2020,4.51
"Hainan","nature_growth_rate",2019,6.76
"Hainan","nature_growth_rate",2018,8.47
"Hainan","nature_growth_rate",2017,8.72
"Hainan","nature_growth_rate",2016,8.57
"Chongqing","nature_growth_rate",2024,-2.88
"Chongqing","nature_growth_rate",2023,-3.32
"Chongqing","nature_growth_rate",2022,-2.11
"Chongqing","nature_growth_rate",2021,-1.55
"Chongqing","nature_growth_rate",2020,-0.23
"Chongqing","nature_growth_rate",2019,2.91
"Chongqing","nature_growth_rate",2018,3.48
"Chongqing","nature_growth_rate",2017,3.91
"Chongqing","nature_growth_rate",2016,4.53
"Sichuan","nature_growth_rate",2024,-3.02
"Sichuan","nature_growth_rate",2023,-3.12
"Sichuan","nature_growth_rate",2022,-2.65
"Sichuan","nature_growth_rate",2021,-1.89
"Sichuan","nature_growth_rate",2020,-0.88
"Sichuan","nature_growth_rate",2019,3.61
"Sichuan","nature_growth_rate",2018,4.04
"Sichuan","nature_growth_rate",2017,4.23
"Sichuan","nature_growth_rate",2016,3.49
"Guizhou","nature_growth_rate",2024,3
"Guizhou","nature_growth_rate",2023,2.88
"Guizhou","nature_growth_rate",2022,3.71
"Guizhou","nature_growth_rate",2021,4.98
"Guizhou","nature_growth_rate",2020,6.53
"Guizhou","nature_growth_rate",2019,6.7
"Guizhou","nature_growth_rate",2018,7.05
"Guizhou","nature_growth_rate",2017,7.1
"Guizhou","nature_growth_rate",2016,6.5
"Yunnan","nature_growth_rate",2024,0.17
"Yunnan","nature_growth_rate",2023,-0.39
"Yunnan","nature_growth_rate",2022,-0.07
"Yunnan","nature_growth_rate",2021,1.23
"Yunnan","nature_growth_rate",2020,3.04
"Yunnan","nature_growth_rate",2019,6.43
"Yunnan","nature_growth_rate",2018,6.87
"Yunnan","nature_growth_rate",2017,6.85
"Yunnan","nature_growth_rate",2016,6.61
"Tibet","nature_growth_rate",2024,8.43
"Tibet","nature_growth_rate",2023,7.96
"Tibet","nature_growth_rate",2022,8.76
"Tibet","nature_growth_rate",2021,8.7
"Tibet","nature_growth_rate",2020,8.59
"Tibet","nature_growth_rate",2019,10.14
"Tibet","nature_growth_rate",2018,10.64
"Tibet","nature_growth_rate",2017,11.05
"Tibet","nature_growth_rate",2016,10.68
"Shaanxi","nature_growth_rate",2024,-0.69
"Shaanxi","nature_growth_rate",2023,-1.31
"Shaanxi","nature_growth_rate",2022,-0.28
"Shaanxi","nature_growth_rate",2021,0.51
"Shaanxi","nature_growth_rate",2020,1.84
"Shaanxi","nature_growth_rate",2019,4.27
"Shaanxi","nature_growth_rate",2018,4.43
"Shaanxi","nature_growth_rate",2017,4.87
"Shaanxi","nature_growth_rate",2016,4.41
"Gansu","nature_growth_rate",2024,-0.9
"Gansu","nature_growth_rate",2023,-1.33
"Gansu","nature_growth_rate",2022,-0.04
"Gansu","nature_growth_rate",2021,1.42
"Gansu","nature_growth_rate",2020,2.64
"Gansu","nature_growth_rate",2019,3.85
"Gansu","nature_growth_rate",2018,4.42
"Gansu","nature_growth_rate",2017,6.02
"Gansu","nature_growth_rate",2016,6
"Qinghai","nature_growth_rate",2024,2.7
"Qinghai","nature_growth_rate",2023,1.68
"Qinghai","nature_growth_rate",2022,3.37
"Qinghai","nature_growth_rate",2021,4.31
"Qinghai","nature_growth_rate",2020,4.78
"Qinghai","nature_growth_rate",2019,7.58
"Qinghai","nature_growth_rate",2018,8.06
"Qinghai","nature_growth_rate",2017,8.25
"Qinghai","nature_growth_rate",2016,8.52
"Ningxia","nature_growth_rate",2024,4.52
"Ningxia","nature_growth_rate",2023,3.43
"Ningxia","nature_growth_rate",2022,4.41
"Ningxia","nature_growth_rate",2021,5.53
"Ningxia","nature_growth_rate",2020,5.71
"Ningxia","nature_growth_rate",2019,8.03
"Ningxia","nature_growth_rate",2018,7.78
"Ningxia","nature_growth_rate",2017,8.69
"Ningxia","nature_growth_rate",2016,8.97
"Xinjiang","nature_growth_rate",2024,3.37
"Xinjiang","nature_growth_rate",2023,0.93
"Xinjiang","nature_growth_rate",2022,0.77
"Xinjiang","nature_growth_rate",2021,0.56
"Xinjiang","nature_growth_rate",2020,1.48
"Xinjiang","nature_growth_rate",2019,3.69
"Xinjiang","nature_growth_rate",2018,6.13
"Xinjiang","nature_growth_rate",2017,11.4
"Xinjiang","nature_growth_rate",2016,11.08
"Beijing","totpop",2024,2183
"Beijing","totpop",2023,2186
"Beijing","totpop",2022,2184
"Beijing","totpop",2021,2189
"Beijing","totpop",2020,2189
"Beijing","totpop",2019,2190
"Beijing","totpop",2018,2192
"Beijing","totpop",2017,2194
"Beijing","totpop",2016,2195
"Tianjin","totpop",2024,1364
"Tianjin","totpop",2023,1364
"Tianjin","totpop",2022,1363
"Tianjin","totpop",2021,1373
"Tianjin","totpop",2020,1387
"Tianjin","totpop",2019,1385
"Tianjin","totpop",2018,1383
"Tianjin","totpop",2017,1410
"Tianjin","totpop",2016,1443
"Hebei","totpop",2024,7378
"Hebei","totpop",2023,7393
"Hebei","totpop",2022,7420
"Hebei","totpop",2021,7448
"Hebei","totpop",2020,7464
"Hebei","totpop",2019,7447
"Hebei","totpop",2018,7426
"Hebei","totpop",2017,7409
"Hebei","totpop",2016,7375
"Shanxi","totpop",2024,3446
"Shanxi","totpop",2023,3466
"Shanxi","totpop",2022,3481
"Shanxi","totpop",2021,3480
"Shanxi","totpop",2020,3490
"Shanxi","totpop",2019,3497
"Shanxi","totpop",2018,3502
"Shanxi","totpop",2017,3510
"Shanxi","totpop",2016,3514
"Inner Mongolia","totpop",2024,2388
"Inner Mongolia","totpop",2023,2396
"Inner Mongolia","totpop",2022,2401
"Inner Mongolia","totpop",2021,2400
"Inner Mongolia","totpop",2020,2403
"Inner Mongolia","totpop",2019,2415
"Inner Mongolia","totpop",2018,2422
"Inner Mongolia","totpop",2017,2433
"Inner Mongolia","totpop",2016,2436
"Liaoning","totpop",2024,4155
"Liaoning","totpop",2023,4182
"Liaoning","totpop",2022,4197
"Liaoning","totpop",2021,4229
"Liaoning","totpop",2020,4255
"Liaoning","totpop",2019,4277
"Liaoning","totpop",2018,4291
"Liaoning","totpop",2017,4312
"Liaoning","totpop",2016,4327
"Jilin","totpop",2024,2317
"Jilin","totpop",2023,2339
"Jilin","totpop",2022,2348
"Jilin","totpop",2021,2375
"Jilin","totpop",2020,2399
"Jilin","totpop",2019,2448
"Jilin","totpop",2018,2484
"Jilin","totpop",2017,2526
"Jilin","totpop",2016,2567
"Heilongjiang","totpop",2024,3029
"Heilongjiang","totpop",2023,3062
"Heilongjiang","totpop",2022,3099
"Heilongjiang","totpop",2021,3125
"Heilongjiang","totpop",2020,3171
"Heilongjiang","totpop",2019,3255
"Heilongjiang","totpop",2018,3327
"Heilongjiang","totpop",2017,3399
"Heilongjiang","totpop",2016,3463
"Shanghai","totpop",2024,2480
"Shanghai","totpop",2023,2487
"Shanghai","totpop",2022,2475
"Shanghai","totpop",2021,2489
"Shanghai","totpop",2020,2488
"Shanghai","totpop",2019,2481
"Shanghai","totpop",2018,2475
"Shanghai","totpop",2017,2466
"Shanghai","totpop",2016,2467
"Jiangsu","totpop",2024,8526
"Jiangsu","totpop",2023,8526
"Jiangsu","totpop",2022,8515
"Jiangsu","totpop",2021,8505
"Jiangsu","totpop",2020,8477
"Jiangsu","totpop",2019,8469
"Jiangsu","totpop",2018,8446
"Jiangsu","totpop",2017,8423
"Jiangsu","totpop",2016,8381
"Zhejiang","totpop",2024,6670
"Zhejiang","totpop",2023,6627
"Zhejiang","totpop",2022,6577
"Zhejiang","totpop",2021,6540
"Zhejiang","totpop",2020,6468
"Zhejiang","totpop",2019,6375
"Zhejiang","totpop",2018,6273
"Zhejiang","totpop",2017,6170
"Zhejiang","totpop",2016,6072
"Anhui","totpop",2024,6123
"Anhui","totpop",2023,6121
"Anhui","totpop",2022,6127
"Anhui","totpop",2021,6113
"Anhui","totpop",2020,6105
"Anhui","totpop",2019,6092
"Anhui","totpop",2018,6076
"Anhui","totpop",2017,6057
"Anhui","totpop",2016,6033
"Fujian","totpop",2024,4193
"Fujian","totpop",2023,4183
"Fujian","totpop",2022,4188
"Fujian","totpop",2021,4187
"Fujian","totpop",2020,4161
"Fujian","totpop",2019,4137
"Fujian","totpop",2018,4104
"Fujian","totpop",2017,4065
"Fujian","totpop",2016,4016
"Jiangxi","totpop",2024,4502
"Jiangxi","totpop",2023,4515
"Jiangxi","totpop",2022,4528
"Jiangxi","totpop",2021,4517
"Jiangxi","totpop",2020,4519
"Jiangxi","totpop",2019,4516
"Jiangxi","totpop",2018,4513
"Jiangxi","totpop",2017,4511
"Jiangxi","totpop",2016,4496
"Shandong","totpop",2024,10080
"Shandong","totpop",2023,10123
"Shandong","totpop",2022,10163
"Shandong","totpop",2021,10170
"Shandong","totpop",2020,10165
"Shandong","totpop",2019,10106
"Shandong","totpop",2018,10077
"Shandong","totpop",2017,10033
"Shandong","totpop",2016,9973
"Henan","totpop",2024,9785
"Henan","totpop",2023,9815
"Henan","totpop",2022,9872
"Henan","totpop",2021,9883
"Henan","totpop",2020,9941
"Henan","totpop",2019,9901
"Henan","totpop",2018,9864
"Henan","totpop",2017,9829
"Henan","totpop",2016,9778
"Hubei","totpop",2024,5834
"Hubei","totpop",2023,5838
"Hubei","totpop",2022,5844
"Hubei","totpop",2021,5830
"Hubei","totpop",2020,5745
"Hubei","totpop",2019,5927
"Hubei","totpop",2018,5917
"Hubei","totpop",2017,5904
"Hubei","totpop",2016,5885
"Hunan","totpop",2024,6539
"Hunan","totpop",2023,6568
"Hunan","totpop",2022,6604
"Hunan","totpop",2021,6622
"Hunan","totpop",2020,6645
"Hunan","totpop",2019,6640
"Hunan","totpop",2018,6635
"Hunan","totpop",2017,6633
"Hunan","totpop",2016,6625
"Guangdong","totpop",2024,12780
"Guangdong","totpop",2023,12706
"Guangdong","totpop",2022,12657
"Guangdong","totpop",2021,12684
"Guangdong","totpop",2020,12624
"Guangdong","totpop",2019,12489
"Guangdong","totpop",2018,12348
"Guangdong","totpop",2017,12141
"Guangdong","totpop",2016,11908
"Guangxi","totpop",2024,5013
"Guangxi","totpop",2023,5027
"Guangxi","totpop",2022,5047
"Guangxi","totpop",2021,5037
"Guangxi","totpop",2020,5019
"Guangxi","totpop",2019,4982
"Guangxi","totpop",2018,4947
"Guangxi","totpop",2017,4907
"Guangxi","totpop",2016,4857
"Hainan","totpop",2024,1048
"Hainan","totpop",2023,1043
"Hainan","totpop",2022,1027
"Hainan","totpop",2021,1020
"Hainan","totpop",2020,1012
"Hainan","totpop",2019,995
"Hainan","totpop",2018,982
"Hainan","totpop",2017,972
"Hainan","totpop",2016,957
"Chongqing","totpop",2024,3190
"Chongqing","totpop",2023,3191
"Chongqing","totpop",2022,3213
"Chongqing","totpop",2021,3212
"Chongqing","totpop",2020,3209
"Chongqing","totpop",2019,3188
"Chongqing","totpop",2018,3163
"Chongqing","totpop",2017,3144
"Chongqing","totpop",2016,3110
"Sichuan","totpop",2024,8364
"Sichuan","totpop",2023,8368
"Sichuan","totpop",2022,8374
"Sichuan","totpop",2021,8372
"Sichuan","totpop",2020,8371
"Sichuan","totpop",2019,8351
"Sichuan","totpop",2018,8321
"Sichuan","totpop",2017,8289
"Sichuan","totpop",2016,8251
"Guizhou","totpop",2024,3860
"Guizhou","totpop",2023,3865
"Guizhou","totpop",2022,3856
"Guizhou","totpop",2021,3852
"Guizhou","totpop",2020,3858
"Guizhou","totpop",2019,3848
"Guizhou","totpop",2018,3822
"Guizhou","totpop",2017,3803
"Guizhou","totpop",2016,3758
"Yunnan","totpop",2024,4655
"Yunnan","totpop",2023,4673
"Yunnan","totpop",2022,4693
"Yunnan","totpop",2021,4690
"Yunnan","totpop",2020,4722
"Yunnan","totpop",2019,4714
"Yunnan","totpop",2018,4703
"Yunnan","totpop",2017,4693
"Yunnan","totpop",2016,4677
"Tibet","totpop",2024,370
"Tibet","totpop",2023,365
"Tibet","totpop",2022,364
"Tibet","totpop",2021,366
"Tibet","totpop",2020,366
"Tibet","totpop",2019,361
"Tibet","totpop",2018,354
"Tibet","totpop",2017,349
"Tibet","totpop",2016,340
"Shaanxi","totpop",2024,3953
"Shaanxi","totpop",2023,3952
"Shaanxi","totpop",2022,3956
"Shaanxi","totpop",2021,3954
"Shaanxi","totpop",2020,3955
"Shaanxi","totpop",2019,3944
"Shaanxi","totpop",2018,3931
"Shaanxi","totpop",2017,3904
"Shaanxi","totpop",2016,3874
"Gansu","totpop",2024,2458
"Gansu","totpop",2023,2465
"Gansu","totpop",2022,2492
"Gansu","totpop",2021,2490
"Gansu","totpop",2020,2501
"Gansu","totpop",2019,2509
"Gansu","totpop",2018,2515
"Gansu","totpop",2017,2522
"Gansu","totpop",2016,2520
"Qinghai","totpop",2024,593
"Qinghai","totpop",2023,594
"Qinghai","totpop",2022,595
"Qinghai","totpop",2021,594
"Qinghai","totpop",2020,593
"Qinghai","totpop",2019,590
"Qinghai","totpop",2018,587
"Qinghai","totpop",2017,586
"Qinghai","totpop",2016,582
"Ningxia","totpop",2024,729
"Ningxia","totpop",2023,729
"Ningxia","totpop",2022,728
"Ningxia","totpop",2021,725
"Ningxia","totpop",2020,721
"Ningxia","totpop",2019,717
"Ningxia","totpop",2018,710
"Ningxia","totpop",2017,705
"Ningxia","totpop",2016,695
"Xinjiang","totpop",2024,2623
"Xinjiang","totpop",2023,2598
"Xinjiang","totpop",2022,2587
"Xinjiang","totpop",2021,2589
"Xinjiang","totpop",2020,2590
"Xinjiang","totpop",2019,2559
"Xinjiang","totpop",2018,2520
"Xinjiang","totpop",2017,2480
"Xinjiang","totpop",2016,2428
"Beijing","GDR",2024,39.8
"Beijing","GDR",2023,38.6
"Beijing","GDR",2022,37.3
"Beijing","GDR",2021,35.8
"Beijing","GDR",2020,NA
"Beijing","GDR",2019,28
"Beijing","GDR",2018,27.8
"Beijing","GDR",2017,30.6
"Beijing","GDR",2016,29.2
"Tianjin","GDR",2024,44.3
"Tianjin","GDR",2023,43.8
"Tianjin","GDR",2022,42.8
"Tianjin","GDR",2021,41.2
"Tianjin","GDR",2020,NA
"Tianjin","GDR",2019,28.8
"Tianjin","GDR",2018,26.9
"Tianjin","GDR",2017,29.2
"Tianjin","GDR",2016,28.6
"Hebei","GDR",2024,50.2
"Hebei","GDR",2023,51.6
"Hebei","GDR",2022,52
"Hebei","GDR",2021,51.8
"Hebei","GDR",2020,NA
"Hebei","GDR",2019,47
"Hebei","GDR",2018,45.3
"Hebei","GDR",2017,42.4
"Hebei","GDR",2016,41.6
"Shanxi","GDR",2024,43.6
"Shanxi","GDR",2023,43.1
"Shanxi","GDR",2022,42.7
"Shanxi","GDR",2021,42
"Shanxi","GDR",2020,NA
"Shanxi","GDR",2019,35.8
"Shanxi","GDR",2018,35
"Shanxi","GDR",2017,32.6
"Shanxi","GDR",2016,31.7
"Inner Mongolia","GDR",2024,39.9
"Inner Mongolia","GDR",2023,39.5
"Inner Mongolia","GDR",2022,38.9
"Inner Mongolia","GDR",2021,38.1
"Inner Mongolia","GDR",2020,NA
"Inner Mongolia","GDR",2019,30.3
"Inner Mongolia","GDR",2018,30.1
"Inner Mongolia","GDR",2017,32.3
"Inner Mongolia","GDR",2016,28.6
"Liaoning","GDR",2024,46.5
"Liaoning","GDR",2023,45.3
"Liaoning","GDR",2022,43.7
"Liaoning","GDR",2021,42
"Liaoning","GDR",2020,NA
"Liaoning","GDR",2019,35.4
"Liaoning","GDR",2018,33.6
"Liaoning","GDR",2017,32
"Liaoning","GDR",2016,31.3
"Jilin","GDR",2024,41.5
"Jilin","GDR",2023,40.8
"Jilin","GDR",2022,39.9
"Jilin","GDR",2021,38.7
"Jilin","GDR",2020,NA
"Jilin","GDR",2019,33.4
"Jilin","GDR",2018,32.7
"Jilin","GDR",2017,32.7
"Jilin","GDR",2016,30.7
"Heilongjiang","GDR",2024,38.5
"Heilongjiang","GDR",2023,38.2
"Heilongjiang","GDR",2022,37.1
